customer_id,customer_first_date,customer_last_date,customer_tenure,customer_no_of_orders,customer_total_quantity,customer_average_order_value,customer_historical_clv,customer_diversity_score,customer_total_revenue,customer_is_repeat,customer_churn_probability,customer_avg_days_between_orders,customer_return_count,customer_return_value,customer_avg_days_between_order_and_return,customer_first_order_product_count,customer_first_order_value,customer_recency
1054,2010-05-25,2013-05-25,1096,3,30,607.68,5474.11,0.28,1823.04,True,0.0,274.0,0,0.0,,4,21.12,220
1056,2011-01-14,2011-01-14,0,1,12,1285.68,1285.68,0.0,1285.68,False,0.0,,0,0.0,,12,1285.68,1082
1057,2011-01-14,2011-01-14,0,1,5,604.9,604.9,0.0,604.9,False,0.0,,0,0.0,,5,604.9,1082
1058,2012-09-10,2012-09-10,0,1,2,31.02,31.02,0.0,31.02,False,0.0,,0,0.0,,2,31.02,477
1059,2011-04-26,2011-04-26,0,1,4,1155.72,1155.72,0.0,1155.72,False,0.0,0.0,0,0.0,,2,577.86,980
106,2011-03-09,2011-03-09,0,1,14,75.32,75.32,0.0,75.32,False,0.0,0.0,0,0.0,,7,37.66,1028
1060,2010-03-24,2013-11-30,1347,7,722,5963.67,154058.71,0.27,41745.72,True,0.0,64.0,0,0.0,,23,2903.98,31
1061,2013-01-08,2013-01-08,0,1,6,50.46,50.46,0.0,50.46,False,0.0,,0,0.0,,6,50.46,357
1062,2010-03-24,2013-11-30,1347,5,49,268.13,4947.55,0.51,1340.66,True,0.0,269.0,0,0.0,,6,757.56,31
1063,2013-01-08,2013-08-09,213,3,35,1318.94,2309.05,0.1,3956.83,True,0.0,71.0,0,0.0,,1,11.85,144
1065,2010-08-18,2013-07-22,1069,3,29,153.11,1345.27,0.0,459.34,True,0.0,534.0,0,0.0,,23,364.09,162
1066,2013-08-28,2013-11-26,90,3,33,2075.52,1535.31,0.34,6226.56,True,0.0,45.0,0,0.0,,12,783.96,35
1068,2010-09-16,2013-08-04,1053,3,36,183.8,1590.75,0.06,551.4,True,0.0,351.0,0,0.0,,12,263.16,149
1069,2010-11-14,2013-11-14,1096,5,68,628.74,9439.71,0.5,3143.68,True,0.0,274.0,0,0.0,,41,640.42,47
107,2010-04-06,2010-04-06,0,1,24,6934.56,6934.56,0.0,6934.56,False,0.0,0.0,0,0.0,,8,2311.52,1365
1071,2013-03-01,2013-04-25,55,2,13,68.64,20.69,0.46,137.27,True,0.0,18.0,0,0.0,,2,26.82,250
1072,2010-03-27,2013-03-10,1079,2,8,498.7,2948.48,0.0,997.39,True,0.0,539.0,0,0.0,,3,448.14,296
1074,2011-02-26,2012-10-03,585,4,65,1203.84,7717.77,0.27,4815.36,True,0.0,117.0,0,0.0,,11,50.93,454
1075,2010-03-09,2012-10-03,939,2,22,1045.33,5378.44,0.0,2090.66,True,0.0,939.0,0,0.0,,11,203.06,454
1077,2013-05-07,2013-05-07,0,1,15,62.85,62.85,0.0,62.85,False,0.0,,0,0.0,,15,62.85,238
1079,2011-03-08,2012-11-16,619,2,29,648.97,2201.16,0.0,1297.94,True,0.0,619.0,0,0.0,,2,231.98,410
108,2011-06-29,2011-06-29,0,1,17,112.2,112.2,0.0,112.2,False,0.0,,0,0.0,,17,112.2,916
1080,2010-11-08,2013-05-13,917,4,202,1495.49,15028.65,0.57,5981.96,True,0.0,70.0,0,0.0,,14,179.06,232
1081,2013-12-21,2013-12-21,0,1,28,447.11,447.11,0.43,447.11,False,0.0,0.0,0,0.0,,10,141.1,10
1082,2011-05-19,2013-05-19,731,2,39,2502.42,10023.39,0.07,5004.84,True,0.0,365.0,0,0.0,,12,119.04,226
1083,2010-03-31,2013-04-11,1107,2,4,2602.21,15784.36,0.0,5204.42,True,0.0,369.0,0,0.0,,1,52.07,264
1085,2010-01-05,2013-03-15,1165,7,98,126.59,2828.33,0.44,1772.26,True,0.0,166.0,0,0.0,,6,43.56,291
1086,2010-04-24,2013-11-05,1291,5,86,725.65,12833.07,0.29,7256.54,True,0.0,322.0,0,0.0,,3,41.1,56
1088,2011-04-12,2013-11-15,948,5,196,1494.58,19409.06,0.08,14945.76,True,0.0,189.0,0,0.0,,4,383.44,46
1089,2011-01-16,2012-10-09,632,3,72,638.51,3316.75,0.47,3831.08,True,0.0,210.0,0,0.0,,8,1195.76,448
109,2010-06-22,2010-06-22,0,1,4,10.48,10.48,0.0,10.48,False,0.0,,0,0.0,,4,10.48,1288
1090,2011-03-07,2013-12-31,1030,5,304,1651.98,23308.75,0.13,16519.76,True,0.0,79.0,0,0.0,,11,600.38,0
1091,2012-11-05,2013-10-01,330,2,84,6826.03,12342.95,0.07,13652.05,True,0.0,165.0,0,0.0,,41,483.39,91
1092,2013-07-09,2013-10-10,93,2,6,159.83,81.45,0.47,319.66,True,0.0,93.0,0,0.0,,2,118.26,82
1093,2011-01-16,2011-01-16,0,1,1,184.9,184.9,0.0,184.9,False,0.0,,0,0.0,,1,184.9,1080
1095,2011-03-03,2011-03-03,0,1,4,248.12,248.12,0.0,248.12,False,0.0,,0,0.0,,4,248.12,1034
1096,2011-12-09,2011-12-09,0,1,22,3441.02,3441.02,0.0,3441.02,False,0.0,,0,0.0,,22,3441.02,753
1097,2013-09-09,2013-09-09,0,1,15,608.7,608.7,0.0,608.7,False,0.0,,0,0.0,,15,608.7,113
1098,2013-09-09,2013-09-09,0,1,11,1431.43,1431.43,0.0,1431.43,False,0.0,,0,0.0,,11,1431.43,113
1099,2013-04-24,2013-04-24,0,1,6,351.36,351.36,0.0,351.36,False,0.0,0.0,0,0.0,,3,175.68,251
11,2010-08-15,2010-08-15,0,1,22,196.02,196.02,0.0,196.02,False,0.0,,0,0.0,,22,196.02,1234
110,2011-02-23,2011-02-23,0,1,7,44.45,44.45,0.0,44.45,False,0.0,,0,0.0,,7,44.45,1042
1101,2010-11-05,2013-11-05,1096,3,35,135.81,1223.41,0.19,407.44,True,0.0,548.0,0,0.0,,3,44.52,56
1102,2011-12-04,2011-12-04,0,1,3,15.39,15.39,0.22,15.39,False,0.0,0.0,0,0.0,,2,13.5,758
1103,2010-04-10,2013-03-23,1078,4,64,1465.72,17315.57,0.41,5862.88,True,0.0,98.0,0,0.0,,7,2182.11,283
1104,2010-04-10,2013-11-19,1319,8,6035,56495.19,1633252.44,0.55,451961.49,True,0.0,7.0,0,0.0,,29,9040.17,42
1105,2011-05-19,2013-11-19,915,4,112,1811.27,18162.32,0.31,7245.06,True,0.0,101.0,0,0.0,,15,1814.25,42
1106,2010-05-20,2013-10-19,1248,13,6248,10167.09,451920.18,0.4,264344.24,True,0.0,18.0,0,0.0,,52,317.2,73
1107,2010-11-21,2010-11-21,0,1,15,138.3,138.3,0.0,138.3,False,0.0,,0,0.0,,15,138.3,1136
1108,2010-05-20,2013-06-15,1122,6,172,272.15,5019.49,0.43,3265.84,True,0.0,160.0,0,0.0,,9,259.92,199
1109,2010-06-29,2013-12-06,1256,6,190,1131.77,23367.17,0.11,13581.22,True,0.0,209.0,0,0.0,,13,100.1,25
111,2013-02-14,2013-02-14,0,1,9,1754.64,1754.64,0.0,1754.64,False,0.0,,0,0.0,,9,1754.64,320
1110,2012-08-28,2012-08-28,0,1,3,35.07,35.07,0.0,35.07,False,0.0,,0,0.0,,3,35.07,490
1112,2010-10-02,2010-10-02,0,1,14,8501.68,8501.68,0.48,8501.68,False,0.0,0.0,0,0.0,,12,3503.4,1186
1113,2010-10-06,2013-12-05,1156,4,77,1581.27,20032.31,0.16,6325.07,True,0.0,192.0,0,0.0,,14,40.04,26
1115,2012-08-21,2013-08-20,364,2,35,445.48,888.52,0.0,890.96,True,0.0,364.0,0,0.0,,14,64.82,133
1116,2013-02-18,2013-08-20,183,3,156,1549.79,2331.05,0.5,9298.72,True,0.0,30.0,0,0.0,,10,72.6,133
1117,2010-08-05,2013-06-08,1038,6,66,814.99,13906.18,0.6,4889.93,True,0.0,173.0,0,0.0,,4,243.08,206
1118,2011-11-13,2013-02-18,463,3,202,6582.54,25049.72,0.48,39495.26,True,0.0,115.0,0,0.0,,43,2475.08,316
1119,2012-02-14,2013-04-14,425,5,138,309.62,1802.58,0.58,3096.18,True,0.0,85.0,0,0.0,,2,245.98,261
112,2011-06-29,2011-06-29,0,1,16,159.68,159.68,0.0,159.68,False,0.0,,0,0.0,,16,159.68,916
1120,2011-09-26,2013-01-11,473,2,59,1045.41,2709.47,0.37,2090.81,True,0.0,157.0,0,0.0,,23,328.21,354
1121,2010-02-07,2013-12-07,1399,5,98,1707.94,32731.61,0.51,17079.4,True,0.0,233.0,0,0.0,,8,153.44,24
1123,2010-09-15,2012-09-05,721,5,48,812.0,8019.89,0.24,4059.98,True,0.0,180.0,0,0.0,,14,99.12,482
1124,2010-12-20,2010-12-20,0,1,18,2636.82,2636.82,0.0,2636.82,False,0.0,,0,0.0,,18,2636.82,1107
1126,2011-01-22,2013-07-12,902,4,67,395.04,3904.94,0.51,1580.14,True,0.0,150.0,0,0.0,,3,82.2,172
1127,2010-08-24,2013-08-24,1096,4,80,1271.25,15268.93,0.22,5084.98,True,0.0,219.0,0,0.0,,16,63.68,129
1128,2010-12-22,2010-12-22,0,1,13,51.35,51.35,0.0,51.35,False,0.0,,0,0.0,,13,51.35,1105
1129,2010-02-16,2013-02-10,1090,13,14014,20291.13,787740.48,0.23,527569.46,True,0.0,5.0,0,0.0,,37,305.62,324
113,2011-03-09,2011-03-09,0,1,6,31.68,31.68,0.0,31.68,False,0.0,,0,0.0,,6,31.68,1028
1130,2011-01-10,2012-03-16,431,2,12,13.55,32.0,0.0,54.18,True,0.0,431.0,0,0.0,,5,23.4,655
1131,2010-05-21,2012-07-18,789,5,148,119.64,1293.09,0.17,1196.44,True,0.0,131.0,0,0.0,,13,97.37,531
1132,2010-02-10,2010-06-13,123,3,60,1014.93,1026.05,0.07,6089.58,True,0.0,41.0,0,0.0,,6,35.94,1297
1133,2010-07-26,2013-03-29,977,4,96,612.7,6560.09,0.08,4901.62,True,0.0,244.0,0,0.0,,5,24.4,277
1135,2011-12-09,2011-12-09,0,1,14,6382.46,6382.46,0.0,6382.46,False,0.0,,0,0.0,,14,6382.46,753
1136,2010-07-02,2013-09-22,1178,5,112,1475.05,23802.86,0.55,7375.24,True,0.0,235.0,0,0.0,,15,3698.7,100
1138,2010-08-16,2011-03-08,204,3,33,564.11,945.85,0.32,1692.33,True,0.0,68.0,0,0.0,,1,157.76,1029
1139,2013-05-06,2013-09-11,128,2,40,1016.25,712.77,0.06,2032.5,True,0.0,64.0,0,0.0,,12,1646.76,111
114,2010-01-03,2013-12-26,1453,3,43,51.04,609.54,0.0,153.12,True,0.0,484.0,0,0.0,,7,28.91,5
1140,2013-03-26,2013-11-18,237,2,158,6248.84,8114.93,0.0,24995.36,True,0.0,118.0,0,0.0,,2,21.08,43
1141,2011-09-30,2013-07-30,669,4,96,105.97,776.92,0.27,847.76,True,0.0,223.0,0,0.0,,4,22.32,154
1142,2010-07-04,2013-12-06,1251,6,172,713.55,14673.71,0.45,8562.62,True,0.0,208.0,0,0.0,,7,2415.63,25
1143,2011-01-22,2012-08-22,578,2,38,3420.58,10833.39,0.02,6841.15,True,0.0,289.0,0,0.0,,1,28.59,496
1145,2011-10-21,2013-07-04,622,2,33,1560.25,5317.67,0.19,3120.5,True,0.0,311.0,0,0.0,,6,12.54,180
1146,2012-07-17,2013-03-28,254,3,30,394.67,823.94,0.5,1184.0,True,0.0,127.0,0,0.0,,2,139.12,278
1148,2012-07-16,2012-07-16,0,1,14,23.38,23.38,0.0,23.38,False,0.0,,0,0.0,,14,23.38,533
1149,2013-09-29,2013-09-29,0,1,15,131.1,131.1,0.0,131.1,False,0.0,,0,0.0,,15,131.1,93
115,2010-04-09,2013-08-16,1225,5,41,434.88,7297.64,0.4,2174.38,True,0.0,306.0,0,0.0,,12,23.64,137
1150,2012-12-29,2012-12-29,0,1,25,91.25,91.25,0.0,91.25,False,0.0,,0,0.0,,25,91.25,367
1151,2010-12-09,2012-12-21,743,2,52,6339.86,25811.04,0.0,25359.42,True,0.0,743.0,0,0.0,,1,7.21,375
1152,2012-12-29,2012-12-29,0,1,21,53.13,53.13,0.0,53.13,False,0.0,0.0,0,0.0,,7,17.71,367
1153,2011-08-28,2013-08-29,732,2,56,1710.42,6860.42,0.28,6841.68,True,0.0,244.0,0,0.0,,9,290.52,124
1155,2010-01-02,2011-05-28,511,2,29,312.92,876.18,0.42,625.84,True,0.0,255.0,0,0.0,,4,33.16,948
1156,2010-08-14,2010-08-14,0,1,7,1158.01,1158.01,0.0,1158.01,False,0.0,,0,0.0,,7,1158.01,1235
1157,2011-08-11,2011-08-11,0,1,18,1367.28,1367.28,0.0,1367.28,False,0.0,0.0,0,0.0,,9,683.64,873
1158,2012-04-28,2012-04-28,0,1,3,12.9,12.9,0.0,12.9,False,0.0,,0,0.0,,3,12.9,612
1159,2010-05-20,2010-05-20,0,1,1,96.94,96.94,0.0,96.94,False,0.0,,0,0.0,,1,96.94,1321
116,2013-04-09,2013-04-09,0,1,3,4.92,4.92,0.0,4.92,False,0.0,,0,0.0,,3,4.92,266
1161,2012-10-14,2012-10-14,0,1,13,96.24,96.24,0.0,96.24,False,0.0,0.0,0,0.0,,3,70.14,443
1162,2011-11-24,2011-11-24,0,1,43,1977.57,1977.57,0.0,1977.57,False,0.0,,0,0.0,,43,1977.57,768
1163,2011-02-01,2011-02-01,0,1,5,77.15,77.15,0.0,77.15,False,0.0,,0,0.0,,5,77.15,1064
1164,2013-04-10,2013-04-10,0,1,7,12.04,12.04,0.0,12.04,False,0.0,,0,0.0,,7,12.04,265
1165,2012-12-07,2012-12-07,0,1,13,713.31,713.31,0.0,713.31,False,0.0,,0,0.0,,13,713.31,389
1166,2012-12-07,2012-12-07,0,1,20,9728.6,9728.6,0.0,9728.6,False,0.0,,0,0.0,,20,9728.6,389
1167,2013-04-10,2013-04-10,0,1,10,402.3,402.3,0.0,402.3,False,0.0,,0,0.0,,10,402.3,265
1168,2012-02-25,2012-02-25,0,1,1,3.16,3.16,0.0,3.16,False,0.0,,0,0.0,,1,3.16,675
117,2010-01-03,2013-12-26,1453,8,2088,6971.58,222020.9,0.42,55772.64,True,0.0,24.0,0,0.0,,29,119.77,5
1170,2010-06-02,2011-01-08,220,2,90,2090.76,2520.37,0.23,4181.52,True,0.0,27.0,0,0.0,,19,169.1,1088
1171,2011-01-02,2011-07-25,204,2,30,1232.4,1377.59,0.59,2464.8,True,0.0,29.0,0,0.0,,2,159.56,890
1172,2012-08-08,2012-08-08,0,1,21,852.18,852.18,0.0,852.18,False,0.0,,0,0.0,,21,852.18,510
1173,2013-05-05,2013-05-05,0,1,13,146.9,146.9,0.0,146.9,False,0.0,,0,0.0,,13,146.9,240
1174,2012-03-03,2012-03-03,0,1,1,12.26,12.26,0.0,12.26,False,0.0,,0,0.0,,1,12.26,668
1175,2013-04-22,2013-04-22,0,1,2,8.04,8.04,0.0,8.04,False,0.0,,0,0.0,,2,8.04,253
1176,2011-05-05,2013-04-22,718,3,1173,4052.46,23915.06,0.03,12157.38,True,0.0,14.0,0,0.0,,59,666.7,253
1178,2010-04-09,2011-01-01,267,2,28,3083.25,4510.83,0.19,6166.49,True,0.0,66.0,0,0.0,,2,8.7,1095
1180,2013-02-27,2013-06-13,106,4,42,264.28,307.0,0.52,1057.1,True,0.0,21.0,0,0.0,,7,222.46,201
1181,2013-11-28,2013-11-28,0,1,64,138.88,138.88,0.0,138.88,False,0.0,0.0,0,0.0,,32,69.44,33
1182,2010-05-23,2013-06-13,1117,3,52,1814.55,16659.06,0.35,5443.64,True,0.0,279.0,0,0.0,,15,36.45,201
1183,2010-06-29,2013-07-21,1118,5,50,419.2,6420.08,0.45,2095.98,True,0.0,186.0,0,0.0,,9,310.95,163
1185,2010-03-21,2013-11-26,1346,6,48,3826.26,84659.93,0.06,22957.54,True,0.0,269.0,0,0.0,,3,20349.06,35
1186,2010-04-09,2013-04-11,1098,2,21,2027.52,12198.45,0.15,4055.04,True,0.0,1098.0,0,0.0,,10,3729.0,264
1187,2011-06-10,2011-06-10,0,1,11,1368.73,1368.73,0.0,1368.73,False,0.0,,0,0.0,,11,1368.73,935
1188,2011-06-10,2011-06-10,0,1,10,77.5,77.5,0.0,77.5,False,0.0,,0,0.0,,10,77.5,935
1189,2010-06-17,2012-09-03,809,3,84,125.48,834.36,0.5,752.88,True,0.0,202.0,0,0.0,,14,143.36,484
119,2011-12-17,2013-04-18,488,4,57,334.28,1787.71,0.43,1337.11,True,0.0,122.0,0,0.0,,23,401.35,257
1190,2011-01-10,2013-03-22,802,4,44,60.0,527.34,0.41,479.98,True,0.0,267.0,0,0.0,,3,18.03,284
1191,2010-12-28,2010-12-28,0,1,3,83.01,83.01,0.0,83.01,False,0.0,,0,0.0,,3,83.01,1099
1192,2012-03-20,2012-03-20,0,1,5,466.4,466.4,0.0,466.4,False,0.0,,0,0.0,,5,466.4,651
1193,2010-06-17,2013-08-25,1165,17,8550,9191.85,498752.17,0.59,312522.9,True,0.0,8.0,0,0.0,,63,650.16,128
1194,2010-11-01,2013-04-12,893,3,55,611.35,4487.14,0.0,1834.04,True,0.0,223.0,0,0.0,,21,121.8,263
1195,2011-06-15,2012-03-20,279,2,11,159.15,243.3,0.19,318.29,True,0.0,279.0,0,0.0,,2,285.08,651
1196,2011-01-15,2011-01-15,0,1,16,33.92,33.92,0.0,33.92,False,0.0,0.0,0,0.0,,8,16.96,1081
1197,2010-03-18,2010-03-18,0,1,4,1310.0,1310.0,0.0,1310.0,False,0.0,,0,0.0,,4,1310.0,1384
1198,2013-04-06,2013-04-06,0,1,2,6.1,6.1,0.0,6.1,False,0.0,,0,0.0,,2,6.1,269
1199,2010-08-25,2010-08-25,0,1,5,68.15,68.15,0.0,68.15,False,0.0,,0,0.0,,5,68.15,1224
12,2012-02-24,2012-02-24,0,1,24,252.96,252.96,0.0,252.96,False,0.0,0.0,0,0.0,,8,84.32,676
120,2010-07-12,2012-08-11,761,3,58,1189.3,7438.83,0.55,3567.9,True,0.0,190.0,0,0.0,,10,59.9,507
1200,2010-08-25,2010-08-25,0,1,21,1045.38,1045.38,0.0,1045.38,False,0.0,,0,0.0,,21,1045.38,1224
1201,2013-05-27,2013-05-27,0,1,2,609.86,609.86,0.0,609.86,False,0.0,,0,0.0,,2,609.86,218
1202,2010-08-25,2010-08-25,0,1,21,729.12,729.12,0.0,729.12,False,0.0,,0,0.0,,21,729.12,1224
1203,2010-12-28,2010-12-28,0,1,36,1637.64,1637.64,0.0,1637.64,False,0.0,0.0,0,0.0,,12,545.88,1099
1204,2011-01-12,2011-01-12,0,1,2,139.88,139.88,0.0,139.88,False,0.0,0.0,0,0.0,,1,69.94,1084
1206,2011-01-06,2013-09-15,983,5,82,673.14,9064.33,0.65,3365.68,True,0.0,163.0,0,0.0,,7,108.57,107
1208,2011-04-07,2013-09-28,905,3,28,33.06,245.91,0.0,99.19,True,0.0,452.0,0,0.0,,2,12.18,94
1209,2013-02-09,2013-02-09,0,1,2,129.34,129.34,0.0,129.34,False,0.0,0.0,0,0.0,,1,64.67,325
1211,2010-02-01,2013-06-29,1244,6,80,1854.42,37921.62,0.47,11126.51,True,0.0,207.0,0,0.0,,4,12.2,185
1212,2010-07-15,2013-08-07,1119,3,78,5475.38,50358.49,0.38,32852.28,True,0.0,373.0,0,0.0,,12,54.24,146
1213,2010-02-04,2013-01-18,1079,5,75,148.7,2197.91,0.5,743.48,True,0.0,179.0,0,0.0,,13,361.4,347
1215,2012-12-07,2012-12-07,0,1,23,171.35,171.35,0.0,171.35,False,0.0,,0,0.0,,23,171.35,389
1216,2011-01-15,2012-12-07,692,3,54,739.08,4203.64,0.65,2217.24,True,0.0,173.0,0,0.0,,11,890.78,389
1217,2010-04-28,2013-10-30,1281,6,5016,26333.27,554513.73,0.58,157999.6,True,0.0,11.0,0,0.0,,41,4886.79,62
1218,2012-12-21,2012-12-21,0,1,14,100.24,100.24,0.0,100.24,False,0.0,,0,0.0,,14,100.24,375
1219,2013-10-30,2013-10-30,0,1,9,59.58,59.58,0.0,59.58,False,0.0,,0,0.0,,9,59.58,62
122,2012-04-11,2013-08-30,506,3,53,634.89,2640.45,0.36,1904.68,True,0.0,126.0,0,0.0,,14,485.8,123
1220,2012-06-12,2012-06-12,0,1,12,809.16,809.16,0.0,809.16,False,0.0,,0,0.0,,12,809.16,567
1221,2011-05-08,2011-05-08,0,1,1,415.0,415.0,0.0,415.0,False,0.0,,0,0.0,,1,415.0,968
1222,2012-03-22,2012-03-22,0,1,18,1175.94,1175.94,0.0,1175.94,False,0.0,0.0,0,0.0,,9,587.97,649
1223,2012-12-21,2012-12-21,0,1,23,589.26,589.26,0.0,589.26,False,0.0,,0,0.0,,23,589.26,375
1224,2013-10-30,2013-10-30,0,1,15,15.6,15.6,0.0,15.6,False,0.0,,0,0.0,,15,15.6,62
1225,2012-06-12,2012-06-12,0,1,14,56.7,56.7,0.0,56.7,False,0.0,,0,0.0,,14,56.7,567
